Subject	CRN	Subject Abbr	Course Number	Section	Campus	Credit Hours	Title	Days	Time	Section Capacity	Section Actual	Section Remaining	Waitlist Capacity	Waitlist Actual	Waitlist Remaining	Instructor(s)	Date	Location	Attributes
Engineering Management	24108	ENGM	5950	01	C	1.000	Capstone Project I	R	12:20 pm-01:10 pm	24	2	22	0	0	0	Seong Dae Kim	01/10-05/03	EMCS 231	CECS Differential Course Fee and Repeatable Course
Engineering Management	24112	ENGM	5960	0	D	2.000	Capstone Project II	N/A	TBD	5	3	2	0	0	0	Wolday Desta Abrha	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	24771	ENGM	5960	01	D	2.000	Capstone Project II	N/A	TBD	5	2	3	0	0	0	Seong Dae Kim	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	24772	ENGM	5960	02	D	2.000	Capstone Project II	N/A	TBD	5	1	4	0	0	0	Serkan Varol	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	24773	ENGM	5960	03	D	2.000	Capstone Project II	N/A	TBD	5	1	4	0	0	0	Robert Paul Baggett	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	24605	ENGM	5998R	01	C	1.000	Research	N/A	TBD	0	1	-1	0	0	0	Serkan Varol	01/10-05/03	TBD	CECS Differential Course Fee and Repeatable Course
Engineering Management	23267	ENGM	5999R	0	D	1.000-6.000	Thesis	N/A	TBD	3	1	2	0	0	0	Seong Dae Kim	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Full Time Equivalent and Potential Test Proctoring Fee and Repeatable Course
Engineering Management	24794	ENGM	5999R	02	D	3.000	Thesis	N/A	TBD	0	0	0	0	0	0	Robert Paul Baggett	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Full Time Equivalent and Potential Test Proctoring Fee and Repeatable Course
Engineering Tech Mechatronics	24138	ETME	2110	01	C	3.000	Digital Electronics and Microcontrollers	MW	02:00 pm-03:15 pm	20	16	4	0	0	0	Khalid H Tantawi	01/10-05/03	EMCS 301	CECS Differential Course Fee and Lab/Studio Fee
Engineering Tech Mechatronics	23294	ETME	2150	01	D	3.000	Manufacturing Processes	N/A	TBD	24	15	9	0	0	0	Raejean Griffin	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee
Engineering Tech Mechatronics	22432	ETME	3010	01	C	3.000	Applied Math for Engineering Technology	MW	03:25 pm-04:40 pm	24	18	6	0	0	0	Ahad S Nasab	01/10-05/03	EMCS 302	CECS Differential Course Fee and Upper Division Credit
Engineering Tech Mechatronics	22433	ETME	3110	01	C	3.000	Control Systems Technology	M	05:30 pm-08:00 pm	30	25	5	0	0	0	Erkan Kaplanoglu	01/10-05/03	EMCS 213	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Engineering Tech Mechatronics	24824	ETME	3110	02	C	3.000	Control Systems Technology	M	05:30 pm-08:00 pm	0	1	-1	0	0	0	Erkan Kaplanoglu	03/01-04/25	EMCS 402	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Engineering Tech Mechatronics	21897	ETME	3120	01	C	3.000	Maintenance of Mechatronic Systems	TR	11:00 am-12:15 pm	24	18	6	0	0	0	Khalid H Tantawi	01/10-05/03	EMCS 401	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Engineering Tech Mechatronics	24827	ETME	3120	02	C	3.000	Maintenance of Mechatronic Systems	N/A	TBD	0	2	-2	0	0	0	Khalid H Tantawi	03/01-04/25	TBD	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Engineering Tech Mechatronics	24393	ETME	3210	02	D	3.000	Automation Systems	TR	01:40 pm-02:55 pm	24	4	20	0	0	0	Raymond Kenneth Kelly	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
Engineering Tech Mechatronics	21888	ETME	3230	01	C	3.000	Industrial Programming & Networking	F	09:00 am-12:00 pm	24	24	0	0	0	0	David Cooper	01/10-05/03	TBD	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Engineering Tech Mechatronics	22952	ETME	4110	01	C	3.000	Integrated Mechatronics Systems I	T	05:30 pm-08:00 pm	20	4	16	0	0	0	Erkan Kaplanoglu	01/10-05/03	EMCS 219	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Engineering Tech Mechatronics	22434	ETME	4210	01	C	3.000	Integrated Mechatronics Systems II	T	05:30 pm-08:00 pm	24	14	10	0	0	0	Erkan Kaplanoglu	01/10-05/03	EMCS 213	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
Engineering Tech Mechatronics	22435	ETME	4220	01	C	3.000	Robotics & Motion Control	W	05:30 pm-08:00 pm	24	18	6	0	0	0	Erkan Kaplanoglu	01/10-05/03	EMCS 213	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
English	21071	ENGL	1010	01	D	3.000	Rhetoric and Composition I	MW	09:00 am-09:50 am	20	20	0	0	0	0	Devori Brianna Kimbro	01/10-05/03	LUPH 302	Rhetoric and Composition I and Lower Division Credit and Potential Test Proctoring Fee
English	21150	ENGL	1010	02	D	3.000	Rhetoric and Composition I	MW	10:00 am-10:50 am	20	21	-1	0	0	0	Devori Brianna Kimbro	01/10-05/03	LUPH 303	Rhetoric and Composition I and Lower Division Credit and Potential Test Proctoring Fee
English	22484	ENGL	1010	03	D	3.000	Rhetoric and Composition I	N/A	TBD	20	21	-1	0	0	0	Dominik Heinrici	01/10-05/03	XX INTERNET	Rhetoric and Composition I and Lower Division Credit and Potential Test Proctoring Fee
English	24734	ENGL	1010	04	D	3.000	Rhetoric and Composition I	N/A	TBD	20	21	-1	0	0	0	Dominik Heinrici	01/10-05/03	XX INTERNET	Rhetoric and Composition I and Lower Division Credit and Potential Test Proctoring Fee
English	20662	ENGL	1011	01	C	4.000	Rhetoric and Composition I with Writing Tutorial	MWF	11:00 am-11:50 am	15	16	-1	0	0	0	Oren Aytch Whightsel	01/10-05/03	HOLT 119	Rhetoric and Composition I and Lower Division Credit
English	20663	ENGL	1011	02	C	4.000	Rhetoric and Composition I with Writing Tutorial	MWF	12:00 pm-12:50 pm	15	16	-1	0	0	0	Oren Aytch Whightsel	01/10-05/03	HOLT 119	Rhetoric and Composition I and Lower Division Credit
English	20664	ENGL	1011	03	C	4.000	Rhetoric and Composition I with Writing Tutorial	TR	10:50 am-12:05 pm	15	15	0	0	0	0	Sheena M Monds	01/10-05/03	HOLT 208	Rhetoric and Composition I and Lower Division Credit
English	20666	ENGL	1011	04	C	4.000	Rhetoric and Composition I with Writing Tutorial	TR	12:15 pm-01:30 pm	15	17	-2	0	0	0	Sheena M Monds	01/10-05/03	HOLT 125	Rhetoric and Composition I and Lower Division Credit
English	23255	ENGL	1011	05	C	4.000	Rhetoric and Composition I with Writing Tutorial	TR	01:40 pm-02:55 pm	15	14	1	0	0	0	Sheena M Monds	01/10-05/03	HOLT 125	Rhetoric and Composition I and Lower Division Credit
English	20404	ENGL	1020	01	C	3.000	Rhetoric and Composition II	MWF	08:00 am-08:50 am	20	20	0	0	0	0	Jeffrey Samuel Drye	01/10-05/03	FLET 213	Rhetoric and Composition II and Lower Division Credit
English	24075	ENGL	1020	02	C	3.000	Rhetoric and Composition II	MWF	09:00 am-09:50 am	20	20	0	0	0	0	Jeffrey Samuel Drye	01/10-05/03	FLET 213	Rhetoric and Composition II and Lower Division Credit
English	20972	ENGL	1020	03	C	3.000	Rhetoric and Composition II	MWF	09:00 am-09:50 am	20	20	0	0	0	0	Tracye L Pool	01/10-05/03	HOLT 322	Rhetoric and Composition II and Lower Division Credit
English	20406	ENGL	1020	04	C	3.000	Rhetoric and Composition II	MWF	09:00 am-09:50 am	20	20	0	0	0	0	Jill Ann Beard	01/10-05/03	HOLT 230	Rhetoric and Composition II and Lower Division Credit
English	24076	ENGL	1020	05	D	3.000	Rhetoric and Composition II	MW	09:00 am-09:50 am	20	21	-1	0	0	0	Krista Eldridge McKay	01/10-05/03	LUPH 241	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20407	ENGL	1020	06	C	3.000	Rhetoric and Composition II	MWF	10:00 am-10:50 am	20	19	1	0	0	0	Elizabeth Ann Pearce	01/10-05/03	HOLT 208	Rhetoric and Composition II and Lower Division Credit
English	21151	ENGL	1020	07	C	3.000	Rhetoric and Composition II	MWF	10:00 am-10:50 am	20	20	0	0	0	0	Jill Ann Beard	01/10-05/03	HOLT 230	Rhetoric and Composition II and Lower Division Credit
English	20409	ENGL	1020	08	D	3.000	Rhetoric and Composition II	MW	10:00 am-10:50 am	20	20	0	0	0	0	Krista Eldridge McKay	01/10-05/03	LUPH 241	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20410	ENGL	1020	10	C	3.000	Rhetoric and Composition II	MWF	11:00 am-11:50 am	20	20	0	0	0	0	Elizabeth Ann Pearce	01/10-05/03	HOLT 208	Rhetoric and Composition II and Lower Division Credit
English	20411	ENGL	1020	11	D	3.000	Rhetoric and Composition II	MW	11:00 am-11:50 am	20	19	1	0	0	0	Madonna Fajardo Kemp	01/10-05/03	BROK 206	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	21486	ENGL	1020	12	D	3.000	Rhetoric and Composition II	MW	11:00 am-11:50 am	20	20	0	0	0	0	Matthew P Evans	01/10-05/03	HOLT 322	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20412	ENGL	1020	13	C	3.000	Rhetoric and Composition II	MWF	12:00 pm-12:50 pm	20	20	0	0	0	0	Tracye L Pool	01/10-05/03	HOLT 208	Rhetoric and Composition II and Lower Division Credit
English	21152	ENGL	1020	14	C	3.000	Rhetoric and Composition II	MWF	12:00 pm-12:50 pm	20	20	0	0	0	0	Jill Ann Beard	01/10-05/03	HOLT 230	Rhetoric and Composition II and Lower Division Credit
English	21487	ENGL	1020	15	D	3.000	Rhetoric and Composition II	MW	12:00 pm-12:50 pm	20	20	0	0	0	0	Krista Eldridge McKay	01/10-05/03	LUPH 241	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20403	ENGL	1020	16	D	3.000	Rhetoric and Composition II	MW	12:00 pm-12:50 pm	20	20	0	0	0	0	Matthew P Evans	01/10-05/03	HOLT 322	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20414	ENGL	1020	17	C	3.000	Rhetoric and Composition II	MWF	01:00 pm-01:50 pm	20	19	1	0	0	0	Jeffrey Samuel Drye	01/10-05/03	FLET 212	Rhetoric and Composition II and Lower Division Credit
English	21087	ENGL	1020	18	C	3.000	Rhetoric and Composition II	MWF	01:00 pm-01:50 pm	20	20	0	0	0	0	Tracye L Pool	01/10-05/03	HOLT 208	Rhetoric and Composition II and Lower Division Credit
English	21489	ENGL	1020	19	C	3.000	Rhetoric and Composition II	MWF	01:00 pm-01:50 pm	20	19	1	0	0	0	Jill Ann Beard	01/10-05/03	HOLT 230	Rhetoric and Composition II and Lower Division Credit
English	20533	ENGL	1020	20	D	3.000	Rhetoric and Composition II	MW	01:00 pm-01:50 pm	20	20	0	0	0	0	Krista Eldridge McKay	01/10-05/03	LUPH 241	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	23259	ENGL	1020	21	C	3.000	Rhetoric and Composition II	MW	02:00 pm-03:15 pm	20	20	0	0	0	0	Jennifer L Stewart	01/10-05/03	LUPH 302	Rhetoric and Composition II and Lower Division Credit
English	24077	ENGL	1020	22	C	3.000	Rhetoric and Composition II	MW	03:25 pm-04:40 pm	20	20	0	0	0	0	Jennifer L Stewart	01/10-05/03	LUPH 302	Rhetoric and Composition II and Lower Division Credit
English	20973	ENGL	1020	23	D	3.000	Rhetoric and Composition II	T	08:00 am-09:15 am	20	20	0	0	0	0	Stephanie Erin Todd	01/10-05/03	LUPH 389	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24078	ENGL	1020	24	C	3.000	Rhetoric and Composition II	TR	09:25 am-10:40 am	20	20	0	0	0	0	Andrew M Najberg	01/10-05/03	HOLT 229	Rhetoric and Composition II and Lower Division Credit
English	20419	ENGL	1020	25	D	3.000	Rhetoric and Composition II	T	09:25 am-10:40 am	20	20	0	0	0	0	Stephanie Erin Todd	01/10-05/03	LUPH 389	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24082	ENGL	1020	26	D	3.000	Rhetoric and Composition II	R	10:50 am-12:05 pm	20	20	0	0	0	0	Tiffany Nicole Mitchell	01/10-05/03	LUPH 389	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	23257	ENGL	1020	27	C	3.000	Rhetoric and Composition II	TR	10:50 am-12:05 pm	20	20	0	0	0	0	Chad E Littleton	01/10-05/03	HOLT 322	Rhetoric and Composition II and Lower Division Credit
English	20976	ENGL	1020	28	C	3.000	Rhetoric and Composition II	TR	10:50 am-12:05 pm	20	20	0	0	0	0	Catherine Tevis Meeks	01/10-05/03	LUPH 302	Rhetoric and Composition II and Lower Division Credit
English	20421	ENGL	1020	29	D	3.000	Rhetoric and Composition II	T	10:50 am-12:05 pm	20	21	-1	0	0	0	Stephanie Erin Todd	01/10-05/03	LUPH 389	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20423	ENGL	1020	30	D	3.000	Rhetoric and Composition II	T	10:50 am-12:05 pm	20	20	0	0	0	0	April Dawn Green	01/10-05/03	HOLT 203	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	21153	ENGL	1020	31	D	3.000	Rhetoric and Composition II	R	10:50 am-12:05 pm	20	20	0	0	0	0	April Dawn Green	01/10-05/03	HOLT 203	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20424	ENGL	1020	32	C	3.000	Rhetoric and Composition II	TR	12:15 pm-01:30 pm	20	20	0	0	0	0	Chad E Littleton	01/10-05/03	HOLT 322	Rhetoric and Composition II and Lower Division Credit
English	20425	ENGL	1020	33	D	3.000	Rhetoric and Composition II	T	12:15 pm-01:30 pm	20	19	1	0	0	0	Joshua Garland Parks	01/10-05/03	HOLT 208	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	23256	ENGL	1020	35	D	3.000	Rhetoric and Composition II	T	12:15 pm-01:30 pm	20	20	0	0	0	0	Tiffany Nicole Mitchell	01/10-05/03	LUPH 302	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20975	ENGL	1020	36	D	3.000	Rhetoric and Composition II	R	12:15 pm-01:30 pm	20	21	-1	0	0	0	Tiffany Nicole Mitchell	01/10-05/03	LUPH 302	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24079	ENGL	1020	37	C	3.000	Rhetoric and Composition II	TR	01:40 pm-02:55 pm	20	20	0	0	0	0	Andrew M Najberg	01/10-05/03	HOLT 119	Rhetoric and Composition II and Lower Division Credit
English	24080	ENGL	1020	38	C	3.000	Rhetoric and Composition II	TR	01:40 pm-02:55 pm	20	20	0	0	0	0	Jennifer L Stewart	01/10-05/03	LUPH 302	Rhetoric and Composition II and Lower Division Credit
English	22960	ENGL	1020	39	C	3.000	Rhetoric and Composition II	TR	03:05 pm-04:20 pm	20	20	0	0	0	0	Andrew M Najberg	01/10-05/03	HOLT 119	Rhetoric and Composition II and Lower Division Credit
English	24083	ENGL	1020	42	D	3.000	Rhetoric and Composition II	N/A	TBD	20	20	0	0	0	0	Ann Marie Buggey	01/10-05/03	XX INTERNET	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24084	ENGL	1020	43	D	3.000	Rhetoric and Composition II	N/A	TBD	20	21	-1	0	0	0	Michael Joshua Jaynes	01/10-05/03	XX INTERNET	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24085	ENGL	1020	44	D	3.000	Rhetoric and Composition II	N/A	TBD	20	21	-1	0	0	0	Michael Joshua Jaynes	01/10-05/03	XX INTERNET	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24086	ENGL	1020	45	D	3.000	Rhetoric and Composition II	N/A	TBD	20	21	-1	0	0	0	Dominik Heinrici	01/10-05/03	XX INTERNET	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24087	ENGL	1020	46	D	3.000	Rhetoric and Composition II	N/A	TBD	20	21	-1	0	0	0	Joshua Garland Parks	01/10-05/03	XX INTERNET	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24578	ENGL	1020	47	D	3.000	Rhetoric and Composition II	MW	10:00 am-10:50 am	20	20	0	0	0	0	Gwendolyn Spring Kurtz	01/10-05/03	540MC 112	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	24735	ENGL	1020	48	D	3.000	Rhetoric and Composition II	N/A	TBD	20	20	0	0	0	0	Joshua Garland Parks	01/10-05/03	XX INTERNET	Rhetoric and Composition II and Lower Division Credit and Potential Test Proctoring Fee
English	20341	ENGL	1130	01	D	3.000	Western Humanities I	N/A	TBD	30	30	0	0	0	0	Matthew Wayne Guy	01/10-05/03	XX INTERNET	Lower Division Credit and Literature and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
English	22374	ENGL	1130	02	D	3.000	Western Humanities I	N/A	TBD	30	30	0	0	0	0	Matthew Wayne Guy	01/10-05/03	XX INTERNET	Lower Division Credit and Literature and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
English	23805	ENGL	1130	03	C	3.000	Western Humanities I	TR	01:40 pm-02:55 pm	30	30	0	0	0	0	April Dawn Green	01/10-05/03	HOLT 124	Lower Division Credit and Literature and Thoughts, Values and Beliefs
English	23806	ENGL	1130	04	C	3.000	Western Humanities I	TR	12:15 pm-01:30 pm	30	29	1	0	0	0	April Dawn Green	01/10-05/03	HOLT 124	Lower Division Credit and Literature and Thoughts, Values and Beliefs
English	24088	ENGL	1150	01	C	3.000	Western Humanities II	MWF	01:00 pm-01:50 pm	30	30	0	0	0	0	Gwendolyn Spring Kurtz	01/10-05/03	540MC 112	Lower Division Credit and Literature and Thoughts, Values and Beliefs
English	20323	ENGL	1150	02	C	3.000	Western Humanities II	MWF	12:00 pm-12:50 pm	30	29	1	0	0	0	Gwendolyn Spring Kurtz	01/10-05/03	540MC 111	Lower Division Credit and Literature and Thoughts, Values and Beliefs
English	24089	ENGL	1150	04	C	3.000	Western Humanities II	TR	09:25 am-10:40 am	30	24	6	0	0	0	Joshua Garland Parks	01/10-05/03	LUPH 390	Lower Division Credit and Literature and Thoughts, Values and Beliefs
English	21491	ENGL	1310	01	D	3.000	Values in 20th-Century American Fiction	MW	01:00 pm-01:50 pm	30	29	1	0	0	0	Abbie Elizabeth Ventura	01/10-05/03	HOLT 229	Lower Division Credit and Literature and Potential Test Proctoring Fee
English	21460	ENGL	1310	02	D	3.000	Values in 20th-Century American Fiction	N/A	TBD	30	29	1	0	0	0	Michael Joshua Jaynes	01/10-05/03	XX INTERNET	Lower Division Credit and Literature and Potential Test Proctoring Fee
English	20431	ENGL	1310	03	D	3.000	Values in 20th-Century American Fiction	N/A	TBD	30	27	3	0	0	0	Michael Joshua Jaynes	01/10-05/03	XX INTERNET	Lower Division Credit and Literature and Potential Test Proctoring Fee
English	21181	ENGL	1310	04	D	3.000	Values in 20th-Century American Fiction	N/A	TBD	30	30	0	0	0	0	Stephanie Erin Todd	01/10-05/03	XX INTERNET	Lower Division Credit and Literature and Potential Test Proctoring Fee
English	22398	ENGL	1330	01	C	3.000	Introduction to Literature	TR	01:40 pm-02:55 pm	30	28	2	0	0	0	Christopher J Stuart	01/10-05/03	LUPH 392	Lower Division Credit and Literature
English	22399	ENGL	1330	02	C	3.000	Introduction to Literature	TR	10:50 am-12:05 pm	30	29	1	0	0	0	Christopher J Stuart	01/10-05/03	HOLT 230	Lower Division Credit and Literature
English	20440	ENGL	1330	03	C	3.000	Introduction to Literature	MWF	12:00 pm-12:50 pm	30	29	1	0	0	0	Jeffrey Samuel Drye	01/10-05/03	FLET 212	Lower Division Credit and Literature
English	20826	ENGL	1330	04	C	3.000	Introduction to Literature	MWF	09:00 am-09:50 am	30	29	1	0	0	0	Matthew P Evans	01/10-05/03	LUPH 389	Lower Division Credit and Literature
English	20560	ENGL	1330	05	C	3.000	Introduction to Literature	MWF	08:00 am-08:50 am	30	30	0	0	0	0	Matthew P Evans	01/10-05/03	LUPH 389	Lower Division Credit and Literature
English	20432	ENGL	2010	01	C	3.000	Introduction to Literary Analysis	MWF	10:00 am-10:50 am	20	20	0	0	0	0	Hannah Elizabeth Wakefield	01/10-05/03	LUPH 389	Lower Division Credit
English	20599	ENGL	2010	02	C	3.000	Introduction to Literary Analysis	MWF	11:00 am-11:50 am	20	20	0	0	0	0	Hannah Elizabeth Wakefield	01/10-05/03	LUPH 241	Lower Division Credit
English	20539	ENGL	2050	01	C	3.000	Introduction to Rhetorical Analysis	TR	01:40 pm-02:55 pm	20	19	1	0	0	0	Heather Marie Palmer	01/10-05/03	LUPH 303	Lower Division Credit
English	20717	ENGL	2050	02	C	3.000	Introduction to Rhetorical Analysis	TR	12:15 pm-01:30 pm	20	18	2	0	0	0	Heather Marie Palmer	01/10-05/03	LUPH 303	Lower Division Credit
English	22450	ENGL	2060R	01	C	3.000	Environmental Writing	TR	09:25 am-10:40 am	25	16	9	0	0	0	Catherine Tevis Meeks	01/10-05/03	BROK 206	Beyond the Classroom and Lower Division Credit and Literature and Repeatable Course
English	23280	ENGL	2060R	02	C	3.000	The Western in Fiction & Film	MW	02:00 pm-03:15 pm	25	16	9	0	0	0	Matthew Wayne Guy	01/10-05/03	LUPH 303	Lower Division Credit and Literature and Repeatable Course
English	23547	ENGL	2060R	03	C	3.000	Feminist Science Fiction	TR	01:40 pm-02:55 pm	25	21	4	0	0	0	James Joseph Arnett	01/10-05/03	HOLT 229	Lower Division Credit and Literature and Repeatable Course
